stable_id	display_label
ENSDART00000059358	NM_001017432.3
ENSDART00000100642	NM_199707.1
ENSDART00000099420	NM_001256342.1
ENSDART00000109294	NM_001161335.1
ENSDART00000143446	NM_001102673.1
ENSDART00000112290	NM_001080085.1
ENSDART00000166652	NM_001045370.1
ENSDART00000158983	NM_001256344.1
ENSDART00000078523	NM_001017697.1
ENSDART00000101077	NM_001199991.1
ENSDART00000020192	NM_200122.1
ENSDART00000084868	NM_001077573.1
ENSDART00000159381	NM_001128563.1
ENSDART00000166683	NM_001030255.2
ENSDART00000024528	NM_001025515.2
ENSDART00000048036	NM_001045849.1
ENSDART00000166471	NM_001130801.1
ENSDART00000024595	NM_212629.1
ENSDART00000099397	NM_001089442.1
ENSDART00000131518	NM_001044842.1
ENSDART00000059135	NM_001006018.1
ENSDART00000049180	NM_001110389.1
ENSDART00000129603	NM_131131.1
ENSDART00000112743	NM_001128756.1
ENSDART00000167075	NM_213548.1
ENSDART00000088697	NM_001045857.1
ENSDART00000170641	NM_001128571.1
ENSDART00000137017	NM_201101.1
ENSDART00000007119	NM_001003586.2
ENSDART00000059321	NM_001017593.2
ENSDART00000132190	NM_201449.1
ENSDART00000168120	NM_001256351.1
ENSDART00000054037	NM_212755.2
ENSDART00000103385	NM_213408.1
ENSDART00000112349	NM_001109700.1
ENSDART00000055220	NM_001002750.2
ENSDART00000127677	NM_001130807.1
ENSDART00000132596	NM_001007283.2
ENSDART00000132596	NM_001324404.1
ENSDART00000123652	NM_001161336.1
ENSDART00000174261	NM_001256349.1
ENSDART00000138563	NM_001017897.1
ENSDART00000110544	NM_001290417.1
ENSDART00000100276	NM_001002575.1
ENSDART00000074309	NM_199849.1
ENSDART00000145108	NM_001020566.2
ENSDART00000161060	NM_001256340.1
ENSDART00000159962	NM_001128409.1
ENSDART00000091727	NM_001256664.1
ENSDART00000084597	NM_001080597.1
ENSDART00000159675	NM_001089440.1
ENSDART00000004604	NM_001045110.1
ENSDART00000016417	NM_201176.1
ENSDART00000099395	NM_131170.1
ENSDART00000012637	NM_001007772.1
ENSDART00000166138	NM_001256345.1
ENSDART00000023985	NM_001077729.1
ENSDART00000014696	NM_131443.3
ENSDART00000030887	NM_001110377.1
ENSDART00000083367	NM_001002694.1
ENSDART00000091177	NM_213528.2
ENSDART00000164318	NM_001256343.1
ENSDART00000075127	NM_131163.2
ENSDART00000075127	NM_001159768.1
ENSDART00000131957	NM_001077626.1
ENSDART00000080076	NM_001128788.2
ENSDART00000167593	NM_001099237.2
ENSDART00000063789	NM_173232.1
ENSDART00000037515	NM_199887.1
ENSDART00000147875	NM_001326589.1
ENSDART00000147875	NM_001128356.1
ENSDART00000168496	NM_198145.2
ENSDART00000123845	NM_001123049.1
ENSDART00000051491	NM_205585.1
ENSDART00000122930	NM_200757.1
ENSDART00000123195	NM_001282375.1
ENSDART00000104020	NM_001080573.1
ENSDART00000082667	NM_200376.1
ENSDART00000053203	NM_001161445.1
ENSDART00000029206	NM_001082811.1
ENSDART00000022874	NM_153655.1
ENSDART00000170653	NM_001007061.1
ENSDART00000079149	NM_001012254.1
ENSDART00000166299	NM_001256352.1
ENSDART00000099751	NM_001040634.1
ENSDART00000152424	NM_001327802.1
ENSDART00000097455	NM_001077335.1
ENSDART00000141620	NM_001159977.1
ENSDART00000099400	NM_001256354.1
ENSDART00000103785	NM_001089560.1
ENSDART00000163449	NM_001281462.1
ENSDART00000046025	NM_153655.1
ENSDART00000111531	NM_001293702.1
ENSDART00000138103	NM_001045133.1
ENSDART00000110821	NM_001346244.1
ENSDART00000164748	NM_001045031.1
ENSDART00000103266	NM_001044947.1
ENSDART00000164570	NM_001328572.1
ENSDART00000164570	NM_200715.2
ENSDART00000169029	NM_001128785.2
ENSDART00000082050	NM_001177451.1
ENSDART00000122184	NM_001007458.2
ENSDART00000055779	NM_001004544.1
ENSDART00000013933	NM_001007375.2
ENSDART00000168935	NM_001045048.1
ENSDART00000097395	NM_199755.1
ENSDART00000079114	NM_131823.1
ENSDART00000102672	NM_200997.1
ENSDART00000138818	NM_001346214.1
ENSDART00000159130	NM_212686.1
ENSDART00000154489	NM_001114458.2
ENSDART00000102501	NM_213368.1
ENSDART00000157405	NM_001130816.1
ENSDART00000009507	NM_199780.2
ENSDART00000158409	NM_001114458.2
ENSDART00000126288	NM_001128411.1
ENSDART00000131372	NM_001113618.1
ENSDART00000015092	NM_201478.1
ENSDART00000029347	NM_200100.2
ENSDART00000166676	NM_001256353.1
ENSDART00000022549	NM_131221.2
ENSDART00000000069	NM_212707.1
ENSDART00000149991	NM_001136242.1
ENSDART00000163833	NM_001256341.1
ENSDART00000066780	NM_001005603.1
ENSDART00000133895	NM_001089358.1
ENSDART00000111403	NM_213525.1
ENSDART00000034098	NM_173241.1
ENSDART00000133902	NM_001077784.2
ENSDART00000155525	NM_001128674.1
ENSDART00000051186	NM_130921.2
ENSDART00000048050	NM_001003457.1
ENSDART00000057155	NM_001145681.1
ENSDART00000048182	NM_001082889.1
ENSDART00000063786	NM_001002145.1
ENSDART00000026569	NM_131860.2
ENSDART00000100199	NM_001328345.1
ENSDART00000100199	NM_212889.2
ENSDART00000053860	NM_001037578.1
ENSDART00000030709	NM_178302.2
ENSDART00000163908	NM_001045375.1
ENSDART00000154053	NM_001302626.1
ENSDART00000066506	NM_001002695.3
ENSDART00000136751	NM_001045135.1
ENSDART00000052345	NM_131607.2
ENSDART00000147845	NM_001045189.2
ENSDART00000097679	NM_001127478.1
ENSDART00000144150	NM_152941.1
ENSDART00000078396	NM_001024388.1
ENSDART00000033717	NM_001006066.1
ENSDART00000092416	NM_001044963.2
ENSDART00000097546	NM_001100039.1
ENSDART00000015046	NM_001017860.1
ENSDART00000055259	NM_001013449.2
ENSDART00000065929	NM_001080194.1
ENSDART00000047728	NM_206888.2
ENSDART00000040843	NM_152941.1
ENSDART00000163991	NM_130995.1
ENSDART00000143065	NM_001007446.1
ENSDART00000172613	NM_001328078.1
ENSDART00000032390	NM_001004596.1
ENSDART00000063884	NM_001044834.2
ENSDART00000026712	NM_198067.1
ENSDART00000041895	NM_200728.1
ENSDART00000078932	NM_001024408.1
ENSDART00000058484	NM_001024073.1
ENSDART00000145415	NM_199731.2
ENSDART00000103645	NM_001044840.2
ENSDART00000013278	NM_199596.1
ENSDART00000066863	NM_201018.1
ENSDART00000024795	NM_001128546.1
ENSDART00000066256	NM_001313750.1
ENSDART00000124809	NM_001126379.1
ENSDART00000171298	NM_001008605.1
ENSDART00000002846	NM_001004017.1
ENSDART00000061577	NM_001003732.1
ENSDART00000172251	NM_001243038.1
ENSDART00000012053	NM_200796.1
ENSDART00000152233	NM_001328064.1
ENSDART00000162710	NM_001328493.1
ENSDART00000162710	NM_001328492.1
ENSDART00000082647	NM_001014302.2
ENSDART00000042895	NM_194422.1
ENSDART00000020096	NM_205702.1
ENSDART00000080877	NM_001013283.1
ENSDART00000146431	NM_001100042.1
ENSDART00000002633	NM_130943.2
ENSDART00000044559	NM_213097.2
ENSDART00000159218	NM_001244782.1
ENSDART00000012743	NM_199877.2
ENSDART00000012743	NM_001320388.1
ENSDART00000102620	NM_131354.2
ENSDART00000101418	NM_001030160.2
ENSDART00000081047	NM_131686.1
ENSDART00000033904	NM_173271.1
ENSDART00000100197	NM_001109850.1
ENSDART00000084958	NM_001128716.1
ENSDART00000134884	NM_001327835.1
ENSDART00000078172	NM_001327891.1
ENSDART00000164837	NM_212874.1
ENSDART00000146554	NM_001109727.1
ENSDART00000128681	NM_001114928.1
ENSDART00000052082	NM_200028.1
ENSDART00000066558	NM_213321.1
ENSDART00000079758	NM_001013443.2
ENSDART00000140161	NM_001328213.1
ENSDART00000164305	NM_001316771.1
ENSDART00000167659	NM_213539.1
ENSDART00000168275	NM_199670.1
ENSDART00000164752	NM_001258319.1
ENSDART00000100853	NM_001030195.1
ENSDART00000165585	NM_201192.1
ENSDART00000133676	NM_001159665.1
ENSDART00000053763	NM_001017639.1
ENSDART00000063034	NM_001045186.2
ENSDART00000162858	NM_001008612.1
ENSDART00000104647	NM_201448.1
ENSDART00000170714	NM_199682.1
ENSDART00000133463	NM_131437.1
ENSDART00000125767	NM_001100054.1
ENSDART00000145247	NM_001126398.1
ENSDART00000053447	NM_001003621.1
ENSDART00000019417	NM_001002353.1
ENSDART00000073478	NM_001083030.1
ENSDART00000140661	NM_001128400.1
ENSDART00000067322	NM_001015043.2
ENSDART00000169038	NM_001006009.1
ENSDART00000127648	NM_001082851.1
ENSDART00000160979	NM_205613.1
ENSDART00000026276	NM_001003593.3
ENSDART00000158412	NM_001002488.1
ENSDART00000165616	NM_001130397.1
ENSDART00000047468	NM_001018156.1
ENSDART00000026966	NM_200120.1
ENSDART00000077445	NM_001034978.1
ENSDART00000165181	NM_130937.1
ENSDART00000058485	NM_001111217.2
ENSDART00000128959	NM_001013551.1
ENSDART00000108692	NM_001034978.1
ENSDART00000163454	NM_200396.1
ENSDART00000168521	NM_001045157.3
ENSDART00000031719	NM_212763.1
ENSDART00000136234	NM_001082481.1
ENSDART00000169317	NM_213077.1
ENSDART00000161919	NM_200396.1
ENSDART00000054925	NM_001006035.1
ENSDART00000054925	NM_001326719.1
ENSDART00000172666	NM_001346152.1
ENSDART00000171828	NM_199964.1
ENSDART00000167951	NM_001102428.1
ENSDART00000101586	NM_001326718.1
ENSDART00000101586	NM_001326717.1
ENSDART00000100391	NM_001130599.1
ENSDART00000111708	NM_001278828.1
ENSDART00000146682	NM_001326716.1
ENSDART00000054026	NM_213178.1
ENSDART00000102795	NM_001077212.1
ENSDART00000063564	NM_001305619.1
ENSDART00000043984	NM_001006063.2
ENSDART00000063783	NM_001002549.1
ENSDART00000057599	NM_001004530.1
ENSDART00000141906	NM_001007065.1
ENSDART00000099359	NM_001128797.1
ENSDART00000059311	NM_001044331.1
ENSDART00000103795	NM_001077717.1
ENSDART00000043341	NM_212913.1
ENSDART00000140969	NM_001077294.1
ENSDART00000165002	NM_001327893.1
ENSDART00000073671	NM_001007410.1
ENSDART00000102500	NM_212603.2
ENSDART00000103850	NM_131688.1
ENSDART00000155563	NM_001099246.2
ENSDART00000168310	NM_001083015.1
ENSDART00000114358	NM_001128802.1
ENSDART00000023337	NM_001080613.2
ENSDART00000026180	NM_131605.2
ENSDART00000075584	NM_001034019.2
ENSDART00000097500	NM_001145610.1
ENSDART00000066638	NM_001079986.1
ENSDART00000080014	NM_001134683.1
ENSDART00000014632	NM_213018.1
ENSDART00000146544	NM_201165.2
ENSDART00000162179	NM_001083015.1
ENSDART00000061585	NM_001143933.1
ENSDART00000048095	NM_001256204.1
ENSDART00000080852	NM_001128285.1
ENSDART00000172353	NM_001326546.1
ENSDART00000019759	NM_001045292.2
ENSDART00000038648	NM_001100007.1
ENSDART00000077484	NM_198814.2
ENSDART00000075889	NM_001128687.1
ENSDART00000079152	NM_001040178.1
ENSDART00000019252	NM_213504.2
ENSDART00000042061	NM_001045001.1
ENSDART00000063781	NM_001039991.1
ENSDART00000082526	NM_001020636.2
ENSDART00000067046	NM_001025507.3
ENSDART00000083513	NM_001080624.1
ENSDART00000000042	NM_001025533.1
ENSDART00000139567	NM_001126443.1
ENSDART00000170119	NM_200656.1
ENSDART00000122739	NM_131714.2
ENSDART00000046891	NM_001007360.1
ENSDART00000113036	NM_001083569.1
ENSDART00000100681	NM_131830.2
ENSDART00000143271	NM_001039932.1
ENSDART00000105457	NM_001261426.1
ENSDART00000132742	NM_001291887.1
ENSDART00000088199	NM_001089454.1
ENSDART00000145330	NM_001291886.1
ENSDART00000002401	NM_200261.1
ENSDART00000167332	NM_001289794.1
ENSDART00000167332	NM_205583.2
ENSDART00000073638	NM_001302237.1
ENSDART00000105917	NM_001080172.1
ENSDART00000091850	NM_001044867.2
ENSDART00000133893	NM_001159912.1
ENSDART00000112014	NM_001202486.1
ENSDART00000092953	NM_001077255.1
ENSDART00000021218	NM_001243424.1
ENSDART00000021218	NM_201312.1
ENSDART00000155261	NM_001305612.1
ENSDART00000048581	NM_182870.2
ENSDART00000103319	NM_213428.2
ENSDART00000038990	NM_131073.1
ENSDART00000111853	NM_001123320.1
ENSDART00000039381	NM_001305596.1
ENSDART00000163250	NM_001130962.1
ENSDART00000104360	NM_001105595.1
ENSDART00000034851	NM_001030111.2
ENSDART00000023293	NM_200633.1
ENSDART00000013263	NM_001110402.1
ENSDART00000006013	NM_178099.2
ENSDART00000112495	NM_001013472.2
ENSDART00000049840	NM_001080052.1
ENSDART00000129992	NM_001146149.1
ENSDART00000082453	NM_001080577.1
ENSDART00000020261	NM_131445.1
ENSDART00000004626	NM_001025530.1
ENSDART00000039660	NM_001001942.1
ENSDART00000005901	NM_001089464.1
ENSDART00000056639	NM_001013518.1
ENSDART00000073416	NM_001033717.2
ENSDART00000106488	NM_001007377.2
ENSDART00000064463	NM_001017829.1
ENSDART00000171114	NM_001327781.1
ENSDART00000171114	NM_001327780.1
ENSDART00000171114	NM_001327779.1
ENSDART00000013007	NM_212700.1
ENSDART00000066086	NM_001030232.1
ENSDART00000135605	NM_001003568.2
ENSDART00000135605	NM_001316934.1
ENSDART00000099958	NM_001076633.1
ENSDART00000152562	NM_001200009.1
ENSDART00000144955	NM_001316933.1
ENSDART00000144955	NM_001316932.1
ENSDART00000064554	NM_200131.1
ENSDART00000042276	NM_001002733.2
ENSDART00000129749	NM_001045564.2
ENSDART00000005903	NM_131761.1
ENSDART00000050357	NM_001076619.1
ENSDART00000106310	NM_213449.1
ENSDART00000055913	NM_200117.1
ENSDART00000131467	NM_001144786.1
ENSDART00000166495	NM_001195242.1
ENSDART00000102434	NM_207068.1
ENSDART00000100022	NM_001005967.1
ENSDART00000169965	NM_001305614.1
ENSDART00000039187	NM_199739.2
ENSDART00000145251	NM_001002550.1
ENSDART00000035358	NM_001114550.1
ENSDART00000060888	NM_205595.1
ENSDART00000002186	NM_001171067.1
ENSDART00000079226	NM_200981.1
ENSDART00000042867	NM_001002639.1
ENSDART00000051414	NM_213424.2
ENSDART00000078858	NM_001045039.2
ENSDART00000160782	NM_001128295.1
ENSDART00000130678	NM_001080685.1
ENSDART00000145182	NM_001123296.1
ENSDART00000161068	NM_001045145.1
ENSDART00000126440	NM_001324409.1
ENSDART00000165182	NM_001020719.1
ENSDART00000073742	NM_001030268.1
ENSDART00000065356	NM_001077452.1
ENSDART00000082454	NM_001004580.1
ENSDART00000085648	NM_001103123.1
ENSDART00000022866	NM_001079702.1
ENSDART00000027587	NM_001007321.1
ENSDART00000147592	NM_001126451.1
ENSDART00000019267	NM_001098734.1
ENSDART00000006449	NM_131687.1
ENSDART00000082154	NM_001113583.1
ENSDART00000115090	NM_001098757.2
ENSDART00000052346	NM_200828.1
ENSDART00000100329	NM_001040310.1
ENSDART00000017646	NM_212672.1
ENSDART00000051271	NM_001020781.1
ENSDART00000162471	NM_131798.2
ENSDART00000162471	NM_001328495.1
ENSDART00000110976	NM_001077317.1
ENSDART00000167350	NM_001130609.1
ENSDART00000027171	NM_001017728.2
ENSDART00000155427	NM_001004656.1
ENSDART00000011906	NM_001017900.1
ENSDART00000166618	NM_001201344.1
ENSDART00000130400	NM_001004656.1
ENSDART00000149024	NM_001025551.1
ENSDART00000098303	NM_001080192.2
ENSDART00000101018	NM_001003484.1
ENSDART00000021060	NM_001002162.1
ENSDART00000113914	NM_001312687.1
ENSDART00000134697	NM_198374.1
ENSDART00000061593	NM_131150.2
ENSDART00000161563	NM_001044962.1
ENSDART00000160545	NM_001017681.1
ENSDART00000006038	NM_001017869.1
ENSDART00000142538	NM_001326481.1
ENSDART00000033617	NM_173244.2
ENSDART00000145242	NM_001044822.1
ENSDART00000067261	NM_001130603.1
ENSDART00000163508	NM_199604.1
ENSDART00000031304	NM_213444.2
ENSDART00000162175	NM_001245968.2
ENSDART00000066781	NM_001040362.1
ENSDART00000089968	NM_001128366.1
ENSDART00000133354	NM_001020493.1
ENSDART00000080510	NM_213033.1
ENSDART00000002221	NM_131799.1
ENSDART00000052338	NM_001020493.1
ENSDART00000075510	NM_131853.1
ENSDART00000064144	NM_001002354.1
ENSDART00000162022	NM_001130074.1
ENSDART00000137486	NM_001320407.1
ENSDART00000172408	NM_001193539.1
ENSDART00000124324	NM_001291344.1
ENSDART00000124324	NM_001130622.2
ENSDART00000140335	NM_207081.1
ENSDART00000157784	NM_213316.2
ENSDART00000063923	NM_213108.1
ENSDART00000114746	NM_001145622.1
ENSDART00000074458	NM_001080187.1
ENSDART00000110697	NM_001083547.1
ENSDART00000064150	NM_001082920.1
ENSDART00000087803	NM_001037803.1
ENSDART00000080536	NM_212680.1
ENSDART00000045628	NM_001023575.1
ENSDART00000010256	NM_001024735.1
ENSDART00000136199	NM_001004011.2
ENSDART00000129924	NM_001122836.1
ENSDART00000113082	NM_001327924.1
ENSDART00000076845	NM_001130840.1
ENSDART00000041335	NM_001017578.2
ENSDART00000151613	NM_205663.1
ENSDART00000133623	NM_001160095.1
ENSDART00000079506	NM_001002721.1
ENSDART00000097144	NM_001037241.1
ENSDART00000062983	NM_199636.1
ENSDART00000098390	NM_200360.1
ENSDART00000020810	NM_212691.2
ENSDART00000017572	NM_199883.1
ENSDART00000130975	NM_001159911.2
ENSDART00000141714	NM_001281922.1
ENSDART00000172295	NM_001083060.1
ENSDART00000132066	NM_001111181.1
ENSDART00000132066	NM_001328419.1
ENSDART00000103955	NM_001044884.1
ENSDART00000101627	NM_001017775.2
ENSDART00000077077	NM_001002442.1
ENSDART00000048828	NM_131689.1
ENSDART00000122695	NM_001007414.1
ENSDART00000124242	NM_001013533.1
ENSDART00000126979	NM_212607.1
ENSDART00000169830	NM_001077575.2
ENSDART00000136911	NM_001017603.1
ENSDART00000040827	NM_001044991.1
ENSDART00000142114	NM_001024438.2
ENSDART00000083778	NM_001128747.1
ENSDART00000129647	NM_001037674.1
ENSDART00000166382	NM_131424.2
ENSDART00000170342	NM_001201469.1
ENSDART00000150013	NM_001080622.1
ENSDART00000062930	NM_001020596.1
ENSDART00000093304	NM_001045195.1
ENSDART00000157427	NM_001093747.2
ENSDART00000050855	NM_131302.2
ENSDART00000128863	NM_001328606.1
ENSDART00000128863	NM_001114717.1
ENSDART00000125418	NM_001204524.1
ENSDART00000036703	NM_001045289.1
ENSDART00000147564	NM_214695.1
ENSDART00000067600	NM_001110024.1
ENSDART00000134570	NM_131613.2
ENSDART00000011627	NM_131881.1
ENSDART00000020824	NM_001083841.1
ENSDART00000041055	NM_001328413.1
ENSDART00000103982	NM_212855.2
ENSDART00000167168	NM_001007401.1
ENSDART00000147178	NM_205586.1
ENSDART00000099426	NM_001079681.1
ENSDART00000042322	NM_214739.1
ENSDART00000002029	NM_200884.1
ENSDART00000173108	NM_001305618.1
ENSDART00000147858	NM_001135978.1
ENSDART00000135383	NM_001145587.1
ENSDART00000014723	NM_173264.2
ENSDART00000064655	NM_200160.1
ENSDART00000125036	NM_131285.1
ENSDART00000083827	NM_001081440.1
ENSDART00000153179	NM_001204157.1
ENSDART00000164888	NM_001113599.1
ENSDART00000112845	NM_001128775.1
ENSDART00000030453	NM_201188.1
ENSDART00000148995	NM_001007350.1
ENSDART00000136695	NM_212781.1
ENSDART00000065037	NM_152972.2
ENSDART00000067482	NM_001135783.1
ENSDART00000114934	NM_001013526.1
ENSDART00000134735	NM_182861.1
ENSDART00000063696	NM_001044773.1
ENSDART00000137169	NM_214694.2
ENSDART00000162822	NM_001193352.1
ENSDART00000138065	NM_001080043.1
ENSDART00000104420	NM_200142.1
ENSDART00000106669	NM_001020657.1
ENSDART00000166769	NM_001004585.1
ENSDART00000081878	NM_212851.1
ENSDART00000051749	NM_001003731.2
ENSDART00000144341	NM_001025180.1
ENSDART00000079629	NM_001103117.1
ENSDART00000102629	NM_001004638.1
ENSDART00000098696	NM_001099254.1
ENSDART00000146309	NM_200817.2
ENSDART00000013865	NM_199923.2
ENSDART00000030691	NM_201486.1
ENSDART00000058775	NM_001123305.1
ENSDART00000056405	NM_001017700.1
ENSDART00000131955	NM_199881.1
ENSDART00000052348	NM_001020486.1
ENSDART00000052423	NM_001003842.2
ENSDART00000168768	NM_001025506.2
ENSDART00000004041	NM_001083548.1
ENSDART00000044235	NM_200670.1
ENSDART00000065562	NM_001007307.1
ENSDART00000050478	NM_200042.1
ENSDART00000097307	NM_001001846.1
ENSDART00000101937	NM_001098485.1
ENSDART00000005221	NM_001002680.1
ENSDART00000101266	NM_001098756.2
ENSDART00000103857	NM_001083816.1
ENSDART00000131954	NM_001326712.1
ENSDART00000124638	NM_001003984.1
ENSDART00000080116	NM_001002751.2
ENSDART00000003805	NM_131378.1
ENSDART00000148603	NM_001004599.1
ENSDART00000059926	NM_001083816.1
ENSDART00000163965	NM_001305664.1
ENSDART00000130270	NM_207054.2
ENSDART00000019861	NM_199213.2
ENSDART00000018945	NM_131778.1
ENSDART00000089428	NM_001045447.2
ENSDART00000043887	NM_001004599.1
ENSDART00000136360	NM_001100079.1
ENSDART00000138985	NM_198805.1
ENSDART00000082603	NM_001042694.2
ENSDART00000128969	NM_001034968.1
ENSDART00000046298	NM_198805.1
ENSDART00000134801	NM_001037705.1
ENSDART00000125423	NM_001044313.2
ENSDART00000007913	NM_001002064.1
ENSDART00000042599	NM_001005987.1
ENSDART00000059092	NM_001013320.1
ENSDART00000079104	NM_001004651.1
ENSDART00000147878	NM_001113640.1
ENSDART00000027026	NM_201118.2
ENSDART00000098330	NM_001109940.1
ENSDART00000113899	NM_001130782.1
ENSDART00000173804	NM_001128786.1
ENSDART00000060883	NM_201205.1
ENSDART00000067190	NM_001002186.1
ENSDART00000152492	NM_001327757.1
ENSDART00000028225	NM_212827.2
ENSDART00000003913	NM_001308563.1
ENSDART00000060877	NM_001009902.2
ENSDART00000088240	NM_001030242.3
ENSDART00000102430	NM_001020765.1
ENSDART00000048921	NM_001002608.1
ENSDART00000054184	NM_001037692.1
ENSDART00000161505	NM_199879.2
ENSDART00000047740	NM_212946.1
ENSDART00000085573	NM_001076608.1
ENSDART00000168364	NM_001328544.1
ENSDART00000137426	NM_001242770.1
ENSDART00000038315	NM_213484.1
ENSDART00000137358	NM_001145246.1
ENSDART00000074306	NM_001017744.1
ENSDART00000089822	NM_001080042.1
ENSDART00000100546	NM_001043319.1
ENSDART00000165634	NM_173286.3
ENSDART00000088407	NM_001045168.1
ENSDART00000137287	NM_213323.2
ENSDART00000073511	NM_001080671.1
ENSDART00000150221	NM_001045232.1
ENSDART00000151091	NM_001270036.1
ENSDART00000014176	NM_131272.2
ENSDART00000011699	NM_201579.1
ENSDART00000099748	NM_001007453.1
ENSDART00000138316	NM_199827.1
ENSDART00000102539	NM_001204154.1
ENSDART00000085009	NM_001045404.1
