tracking ID,0h,2h,4h,6h,8h,gene length,gene group,0h overlap,0h #ofCLIPpeak,0h #ofm6Apeak,2h overlap,2h #ofCLIPpeak2,2h #ofm6Apeak3,4h overlap,4h #ofCLIPpeak4,4h #ofm6Apeak5,6h overlap,6h #ofCLIPpeak6,6h #ofm6Apeak7,8h overlap,8h #ofCLIPpeak8,8h #ofm6Apeak9,wild-type 0h,wild-type 2h,wild-type 4h,wild-type 6h,wild-type 8h,mKO Y2-/- 0h,mKO Y2-/- 2h,mKO Y2-/- 4h,mKO Y2-/- 6h,mKO Y2-/- 8h,wild-type 6h,wild-type 8h,wild-type 12h,wild-type 24h,mzKO Y2-/- 6h,mzKO Y2-/- 8h,mzKO Y2-/- 12h,mzKO Y2-/- 24h,wild-type 16h,mzKO Y2-/- 17.5h,wild-type MO 24h,mKO + MO Y2-/- 24h,wild-type MO 36h,mKO + MO Y2-/- 36h,wild-type MO 48h,mKO + MO Y2-/- 48h
LOC567622,10.4411,7.51934,7.83208,2.66516,2.25907,3073,2,3,3,3,3,2,1,2,0,2,0,0,0,0,0,0,15.0328,18.7601,25.2172,3.09381,3.36642,12.4276,12.675,15.4121,3.16647,4.78639,2.22671,1.82041,1.80299,11.9146,3.77153,1.41792,1.67172,5.6963,2.48158,4.08203,4.77574,3.72902,5.71478,4.56246,12.1289,11.9039
LOC569077,0.976565,1.88404,1.55029,2.18464,2.85815,1311,0,,,,,,,,,,,,,,,,0.233842,0.198233,0.778689,0.742969,0.884462,0.0303457,0.134877,0.233683,0.651239,0.70986,0.10722,0.359215,0.396046,0.333265,0.77949,0.605764,0.199118,0.692646,0.182101,0.420457,1.21272,1.20116,1.54917,2.35769,1.23707,1.7255
LOC569335,0.144348,0.408087,1.02417,0.579336,0.104388,789,5,,,,,,,,,,,,,,,,0,0,0,0,0.0860902,0,0,0,0,0.312864,0,0.134433,0.95627,18.7516,0.129753,0,0.846033,17.2648,4.61827,4.60722,88.9672,113.45,221.61,233.094,143.636,149.283
LOC570474,5.22826,8.18551,10.5629,30.0367,37.4449,1360,4,0,0,0,0,0,0,2,0,1,2,0,1,2,0,1,17.3918,6.01431,3.00384,20.1362,49.8395,0.0803469,0.228053,0.0802949,3.08732,10.5722,12.9845,17.8626,31.6975,0.842224,6.90536,27.1213,75.3378,3.61713,19.1129,20.0257,22.6097,24.7691,6.35109,7.45838,0.523841,1.08199
LOC571123,0.0742498,0.131821,0.188008,2.01735,0.88077,1020,4,,,,,,,,,,,,,,,,0,0.0730819,0.310671,3.37127,0.0685682,0.108202,0.0643322,0.187335,2.37159,0.207436,0.780346,0.0925599,0,0.683683,1.2732,0.461107,0,0.740765,0.227738,0.0748781,0.82893,1.4354,2.23099,3.84459,5.4618,4.69391
LOC571912,2.99319,4.22516,4.28816,4.59162,5.34654,1140,0,,,,,,,,,,,,,,,,4.73649,4.11971,3.27782,4.90548,5.05811,5.54138,5.81437,3.87644,2.62472,4.35769,1.69571,1.30635,3.03725,2.5373,1.94196,2.9315,2.95878,1.85542,4.33622,1.91519,17.514,13.3774,16.7721,13.538,6.32864,4.8805
LOC572950,0.849252,0.811968,0.662679,1.0619,1.51731,785,0,,,,,,,,,,,,,,,,1.98049,1.90376,1.6029,2.37848,5.73328,0.169822,0.490038,0.363718,0.842797,1.90269,0.916813,1.55926,2.70695,4.46557,0.20738,1.13437,2.05254,3.9906,1.3937,3.62762,2.07294,2.55742,3.34267,1.70551,7.95101,7.15224
LOC573060,0,0,0.000000623173,1.39418,2.67569,10520,3,,,,,,,,,,,,,,,,0,0,0.0000177043,0.979798,0.000000318846,0,0,0.65183,0.00000502761,0.988989,0.000114645,0.0261944,0.0030705,0.000000111821,0.0555273,0.00000115057,0.125433,4.34675,0.00000384612,0.0000636438,0.0000114927,0.000146721,0.000000116544,0.00248513,0.00161594,2.62981
LOC791704,1.48236,2.10597,0.662502,0.130366,0.42966,1374,2,,,,,,,,,,,,,,,,0.0000000105082,0.331819,0.179416,0.00000000000000000000000000000000000000000000000000000699213,0.0000000000000000000000549462,0.0000000597241,0.0000000296148,0.00000000733683,0.0000000109638,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131589,0.000000000000000000000000000000000000000229384,0.000000854902,0.0000000000000000000000000000000000000000000000000000307785,0.000000000000000000000000000000000000000000000000000000000000019577,0.00000000167146,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000515486,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000093028,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000594991,0.0000000000000000000000000000695275,0,0.188259,1.11562,0.150944,0.41385,0.790238,0.206952
LOC792137,56.8809,59.2144,49.8441,33.8305,12.6609,1286,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6602,51.5388,33.1771,13.7302,8.36732,63.1872,51.2802,41.1656,22.0565,9.74587,11.2693,5.19355,13.61,18.3809,14.9051,6.87034,10.2009,25.9982,41.2814,23.173,102.251,133.1,114.453,115.334,49.5613,59.1889
LOC792189,0.000177952,1.05242,0.845526,1.28656,2.9978,1688,3,,,,,,,,,,,,,,,,0.0000241762,0.810499,0.815052,1.19551,0.757542,0.0000339074,0.0000591183,0.000141143,1.04821,1.84396,2.14065,0.000345744,0.0000514008,0.470277,0.381877,0.663878,0.1421,0.0000219917,0.317452,0.32871,0.234943,0.481053,0.378878,0.860606,0.983509,1.02457
LOC792465,2.78032,1.05367,1.68371,2.2621,4.93435,664,3,,,,,,,,,,,,,,,,1.03824,1.09042,0.49448,1.33038,1.36966,0.106518,0.659196,0.356558,0,0.546753,0.373444,0.731844,0.188999,4.80944,0.148091,1.53041,0.439262,3.96613,0.547961,1.07986,1.76291,1.94445,2.41075,2.82654,11.457,11.3246
LOC792509,0.659289,0.652084,1.05492,1.39769,1.13427,5567,0,,,,,,,,,,,,,,,,0.101926,0.285652,0.179079,0.174597,0.0995825,0.362664,0.322929,0.593884,0.364443,0.0865405,0.253331,0.128802,0.935467,2.19002,0.0556465,0.118822,0.455124,3.48117,1.4401,2.73498,8.01594,6.32996,14.2814,15.31,11.3441,10.2595
LOC793213,1.60106,0.802438,0.639486,0.177108,0,1327,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0.0400951,2.52845,0.396816,0.14429,0.0381737,0.000451645,2.07301,0.789541,0,0.149888,0.000149973,0.0275248,0,0,0.18639,0,0.0619168,0.0483517,0.0514533,0.0414857,0,0,0.0250297,0,0.0991713,0.0553495
LOC793439,3.89955,3.35322,3.00438,1.10118,0.885433,4255,2,2,0,1,1,1,0,2,0,2,0,0,0,0,0,0,11.9094,12.9025,10.9254,1.89864,2.19871,8.76728,8.43437,7.7556,0.916489,2.17555,0.387845,0.316055,0.73367,2.58433,0.720051,0.330968,0.650973,2.09726,0.883686,1.53922,1.81337,1.95806,2.13648,2.48447,6.3515,5.82043
LOC794400,0.753046,0.87847,1.10911,1.1956,1.15641,972,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0683436,0,0,0.146684,0,0,0.165794,2.12086,0,0.14928,0.551754,2.30236,0.452342,0.566772,0.158216,0.121932,0.082634,0.179095,2.26979,1.61019
LOC794484,3.95725,0.0367838,0.165743,0.0133403,1.02616,2118,2,,,,,,,,,,,,,,,,2.03056,0.818691,0.378198,0.01866,0.374156,0.000658081,0.00129379,0.790898,0.216424,0.151954,0.235145,0.000191332,0.266668,0.257795,0.403571,0.223543,0.0933094,0.352399,0.0824007,0.00000561508,0.564629,0.896159,1.25923,1.92257,1.39245,2.61175
LOC794656,0.115788,0.0833635,2.36794,5.41831,8.69577,2443,3,,,,,,,,,,,,,,,,0,0.0246113,3.70699,4.06101,4.29851,0,0.0215393,3.90884,6.7094,6.92486,2.56429,2.82069,2.21504,4.18574,1.98757,3.1998,2.81202,4.63308,3.13779,4.7869,4.23462,4.32052,4.34773,6.53007,8.74252,8.76951
LOC794757,4.70199,2.54768,2.92774,1.43811,0.406881,882,2,,,,,,,,,,,,,,,,1.86566,0.507214,0.8838,0.110637,0.192404,0.630806,1.14956,2.7143,0.411219,0,0.217988,0.118525,0.0762685,3.79065,0.524794,0.129533,0,5.53405,0.693613,0.477944,3.90256,5.86478,7.73073,11.3239,3.94268,4.75368
LOC795545,10.6929,5.56436,9.37128,8.70504,11.1516,573,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2925,25.6246,17.4806,8.11495,11.518,12.5154,16.5727,25.6155,8.45802,11.1719,10.0631,14.7614,33.6886,100.526,17.4279,22.7253,51.781,303.799,42.1734,157.645,430.189,439.591,802.196,491.26,378.881,276.093
LOC795615,123.109,64.9305,290.652,648.649,808.991,5243,4,1,1,0,0,0,0,1,3,0,1,1,0,1,2,0,30.911,40.188,236.493,222.246,258.535,51.3447,52.5681,191.369,277.135,237.094,147.748,250.211,237.225,114.892,160.505,254.439,213.259,84.5418,256.243,68.1433,849.649,488.982,943.252,549.329,177.386,168.296
LOC796180,7.96356,6.56788,9.50355,8.34593,12.6951,2813,0,1,1,0,1,3,0,3,1,1,1,1,0,3,4,1,15.8391,15.1215,21.787,16.3226,19.3848,18.6654,16.8823,19.8976,17.0458,23.9429,5.39995,6.31842,8.76887,11.078,7.15077,8.5225,8.39408,13.7331,7.34779,14.6149,9.93913,10.1575,10.0374,9.64911,14.0596,16.7742
LOC796572,21.2681,24.6823,20.0736,15.2936,15.7491,1178,1,,,,,,,,,,,,,,,,20.5914,16.5913,12.8019,10.5019,12.9231,11.0153,11.5486,8.68885,5.88189,10.3011,6.86678,7.94472,8.33386,6.53698,3.79923,4.32464,5.07176,6.22202,8.99086,5.41239,17.5347,17.038,16.7928,15.8521,15.952,13.0953
LOC797202,23.4721,23.9546,14.327,10.7738,13.8981,918,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,5.76348,8.26381,6.25709,5.64192,6.79408,6.65366,6.95865,9.67248,6.69587,8.37126,2.48681,2.83575,5.60461,2.85009,3.6816,2.78922,3.51603,2.85918,5.24713,2.32809,17.0884,19.3238,23.7387,26.0393,16.832,19.9892
LOC797799,34.3349,35.3693,36.2144,17.0132,9.63802,1443,5,,,,,,,,,,,,,,,,28.0022,19.6607,21.4348,5.95577,5.23098,16.7901,14.0082,16.5336,4.7298,5.95935,3.54457,1.92545,1.96329,3.07035,6.73548,2.93818,1.88775,4.72445,2.16237,4.02604,4.66169,5.06729,4.58571,6.47904,5.14711,6.56627
LOC798119,3.4013,2.02062,1.8187,1.11028,0.126999,708,2,,,,,,,,,,,,,,,,1.99773,1.20933,0.824725,0,0,0.160959,0.275349,0,0,0,0.0447581,0,0.0406836,0,0,0,0.221657,0.480273,0.233275,0.589147,0.178676,0.745505,0.253748,0.43488,0.120393,0.106552
LOC798231,5.33691,3.70496,3.42118,1.96042,2.31103,1461,2,1,2,0,1,2,0,1,1,0,0,0,0,1,1,0,2.6265,6.25388,5.33144,1.93125,2.48497,6.3748,5.66697,4.71422,3.74279,3.73535,2.13101,0.995956,0.875654,1.47641,1.02923,1.32136,1.04883,2.58396,1.11393,2.44312,0.0626012,0.0377392,0.068465,0,0.0752786,0.0681792
LOC799523,0.415045,0.339041,0.858229,1.8171,5.5072,1759,3,,,,,,,,,,,,,,,,0,0.038435,0.295926,0.394447,0.255856,0.833608,0.732654,0.50699,0.4393,0.288548,0,0.0542098,0.156214,0.432029,0.0681742,0.114491,0.0856096,1.24295,0.112511,1.29451,1.83033,1.11357,1.24529,0.588426,0.318476,0.375711
LOC799537,15.5968,15.4212,16.3789,9.79688,5.46935,1197,5,,,,,,,,,,,,,,,,10.9756,10.2887,9.8501,3.4761,1.54377,7.50869,7.33848,6.81476,3.48084,2.25527,1.87942,0.240684,1.00201,0.954623,3.21541,0.656898,0.722895,1.5819,0.730445,1.8461,2.53352,2.37115,2.81984,2.8698,2.25262,2.80486
MGC172218,156.185,107.559,80.7053,74.8132,46.7647,553,2,,,,,,,,,,,,,,,,105.362,65.7363,37.7633,20.8054,16.8895,56.9924,46.9911,43.2115,24.3877,17.6928,17.1386,10.4353,4.75865,0.133947,15.9353,8.94074,7.68451,0.197471,4.51807,1.40852,0.762889,1.00369,0.743343,0.849289,0.344931,0.65922
MGC174152,0.0549367,0.0520365,0.23308,0.222547,12.1816,1284,3,,,,,,,,,,,,,,,,0,0,0,0.529911,33.2047,0.0486156,0,0,0.39879,11.9922,0.135878,2.96751,118.626,319.221,0.21952,1.91935,40.3668,331.104,346.766,199.981,2038.71,948.452,3921.5,3463.93,217.771,203.379
MGC174155,0.0530706,0.049699,0,0.485665,16.5309,2552,3,,,,,,,,,,,,,,,,0,0,0,1.11834,41.0388,0,0,0,0.786681,14.4515,0.722174,4.46395,141.976,398.977,0.1742,3.02419,55.7468,410.75,405.421,247.95,2293.15,1130.41,4540.42,4017.48,254.207,244.052
MGC174857,0.278553,0.106473,0.414552,0.384302,18.4027,1286,3,,,,,,,,,,,,,,,,0,0,0,1.11075,37.4947,0,0,0,0.371078,14.3741,0.530526,4.07459,138.279,365.135,0.0434637,2.62916,52.5311,372.277,388.18,230.83,2040.18,989.189,3939.23,3416.66,151.463,139.211
a2ml,0.35375,0.427207,0.419622,2.95599,121.021,4537,3,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,0.0128352,0.208143,0.175422,12.5057,153.535,0.0371797,0.0275588,0.0505578,6.68607,122.746,2.20438,37.463,138.422,68.1105,0.150333,26.8849,85.7095,37.7862,116.254,41.0068,409.613,348.393,477.223,549.582,279.648,240.372
aacs,69.8877,66.8028,65.3341,17.9085,15.0067,2771,5,3,4,1,1,2,0,3,4,1,0,0,0,3,1,1,40.4558,52.0386,44.3369,7.68892,12.3875,34.2765,37.6479,41.5397,9.01577,18.9104,7.52653,8.00596,4.93117,5.46341,8.34915,6.80819,6.65269,6.78852,5.44953,7.50048,18.5179,16.8039,16.4383,15.3687,10.8718,12.75
aadacl4,0.262799,0.148349,0.093308,0.486158,1.00647,1565,3,,,,,,,,,,,,,,,,0,0.15853,0.243259,0.728234,2.06572,0.458847,0.429281,0.386693,1.75176,2.64339,0.109054,0.528119,0.082566,0.257771,0.19554,0.670464,0.279151,0.300697,0.205136,0.44577,0.0768437,0.0880218,0.220819,0.0839312,0.177819,0.0835432
aagab,73.8805,85.6251,81.3545,44.14,9.82966,1529,5,2,0,1,3,2,1,3,2,1,2,0,1,2,0,1,52.2381,54.8127,62.2666,14.2529,6.26513,50.6737,52.7895,57.8347,20.4127,7.75431,8.51356,2.15834,7.79405,11.2309,17.833,4.30263,6.98219,12.0425,12.1557,13.3023,40.1022,29.1888,32.713,32.7599,20.9865,18.3203
aamdc,5.28511,7.64944,6.92945,7.31975,3.53567,982,1,,,,,,,,,,,,,,,,5.66674,8.37576,7.55071,1.65585,3.99549,4.55273,5.64588,7.18805,5.01596,9.8783,1.3228,0.882947,3.20935,1.34078,2.4569,2.90499,2.80139,3.45972,1.94113,4.22148,4.25188,3.52599,6.08509,3.63373,6.29501,4.45217
aamp,44.8108,43.2671,32.1212,26.0762,26.3152,1824,1,0,0,0,0,0,0,2,0,1,3,2,1,0,0,0,4.20385,6.01661,12.1841,8.70365,15.3384,5.60963,5.54206,15.2566,12.6205,14.7317,8.1464,5.40223,13.3489,20.6461,10.1694,7.42441,11.068,5.0428,8.02345,10.2765,32.9329,37.0113,24.3389,22.648,23.1541,30.1997
aanat1,3.38076,1.78671,2.0946,2.72193,1.024,1597,1,,,,,,,,,,,,,,,,0.801759,1.32696,2.59157,0.63873,0.104911,49.1865,45.679,39.8547,18.9877,2.70909,0.766203,0.130642,0.0701333,0.292877,1.50566,0.212436,0.0255628,0.442839,0.0863919,0.175519,0.643701,0.85018,1.54363,1.50264,1.3685,1.72825
aanat2,3.1837,2.80463,2.49513,1.79296,1.57358,1403,1,,,,,,,,,,,,,,,,0.210392,0.477516,0.473483,0.167819,0.502436,0.404816,0.232028,0.379964,0.695503,1.26034,0.772007,0.356188,0.633837,0.455198,0.0474771,0.390787,0.20514,0.71353,0.575577,0.41838,0.658385,1.24633,1.92079,1.5328,2.06535,2.14556
aar2,23.2516,16.4617,17.9934,7.53699,9.36157,1378,5,1,4,0,1,3,0,3,1,1,0,0,0,3,1,1,47.4188,39.9149,23.0489,19.0961,22.5895,40.935,31.2049,16.5781,15.5444,28.5976,6.396,6.73646,11.1574,11.1084,6.46397,18.7466,18.4247,17.6617,9.35489,18.3318,13.4781,21.0007,12.0452,14.4027,13.7265,13.4244
aars,107.39,111.299,116.439,135.472,120.391,4372,1,1,2,0,3,3,1,2,0,2,3,1,2,3,1,2,96.5078,85.5444,71.5879,69.131,68.2755,77.6352,84.8888,107.111,122.488,125.375,35.4535,29.8449,32.8945,40.7917,45.5494,45.6598,58.094,52.651,32.0819,54.2433,123.926,95.8685,91.4829,90.0764,75.8962,77.7984
aarsd1,20.3512,17.7171,18.7805,13.5525,6.4052,1569,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.848,6.79537,9.92188,2.92513,3.18957,0.948104,0.839963,0.796614,0.546513,2.07671,3.16731,0.67552,4.15065,8.5345,2.1556,0.716204,2.33174,9.83091,8.22063,4.55789,17.0427,24.0232,23.0648,24.9754,12.8059,13.06
aasdhppt,1.87799,1.97392,1.94011,2.11888,1.89078,1197,1,,,,,,,,,,,,,,,,2.39495,2.85274,2.29744,1.6754,3.0388,2.39071,2.06829,1.81218,2.21127,3.26706,0.539277,0.595237,2.28226,2.10587,0.441251,0.698962,2.15123,3.12021,2.05459,2.86738,3.38116,3.57269,3.81496,2.74244,2.51243,3.00548
aass,23.0951,23.333,24.1821,11.9562,3.37715,3165,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,23.5154,23.0954,23.2506,5.61752,2.66497,28.2038,27.4463,30.7154,10.1832,4.71727,4.28193,1.32914,2.05723,7.15145,7.56423,2.97903,3.27823,5.73608,3.64718,3.79649,7.18532,5.99344,7.89547,5.9702,18.5334,18.8086
aatf,77.7808,84.1068,85.7286,82.6148,74.9421,2330,1,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1,11.2252,16.1453,34.5902,39.4299,35.3671,10.2819,11.0537,42.3317,53.6622,45.2255,29.6993,25.2661,23.6428,9.10241,31.8044,16.1167,14.9944,7.90669,17.8517,13.5837,31.4779,31.347,22.9218,19.3344,10.1965,8.99497
abat,58.8283,73.5587,71.7076,51.5099,29.0893,2245,1,1,3,0,1,2,0,3,3,1,3,3,1,3,2,1,40.7934,34.0784,40.461,22.8128,15.4704,40.9094,40.3094,45.4857,20.1196,19.0007,11.5543,8.30003,6.10066,7.18473,12.2921,7.03814,9.72751,6.65254,7.18761,7.04986,20.5197,34.4651,28.7405,39.2218,24.0271,25.3679
abca1a,0.386699,0.291091,0.342167,0.781668,3.09816,9626,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0297935,0.0829412,0.312175,0.560264,2.11597,0.10623,0.0904581,0.239948,1.02739,1.15344,0.711463,3.3437,6.92501,8.13529,0.815575,1.6184,2.28739,4.39344,5.98512,2.26246,2.79861,4.5204,8.51481,3.90466,16.5442,20.0325
abca1b,0.202032,0.139666,0.47677,16.3561,43.5682,8390,3,0,0,0,0,0,0,0,0,0,2,0,4,3,2,6,0.0836961,0.0757195,0.93802,36.1475,70.8493,0.0463512,0.0665897,0.078096,40.8932,72.6197,11.9271,32.2968,54.1564,41.3185,6.37819,21.7949,35.7564,33.2785,50.8309,31.8181,145.544,171.892,144.564,128.462,45.882,74.88
abca4a,1.49824,1.30203,1.74803,1.25457,1.85313,1387,1,,,,,,,,,,,,,,,,0.897999,1.64793,1.45554,1.22135,2.45976,1.13812,0.885409,0.607427,1.35161,2.00108,0.518609,0.987554,1.73669,2.07686,0.50532,1.37083,2.61463,7.42864,2.86895,5.78709,2.02141,2.93127,3.63284,2.65023,1.16232,1.28426
abca5,41.3359,47.7493,40.6048,19.3422,4.12586,5349,5,3,6,6,3,5,4,3,3,6,3,2,2,3,3,2,70.5396,75.6737,39.9909,8.98841,5.07019,79.6424,83.8624,71.024,14.4735,9.65934,6.60091,2.1019,4.83144,6.20349,17.5625,3.97573,5.09965,4.47517,4.42249,4.24797,7.28656,8.99881,5.82617,8.38735,12.4579,12.3291
abcb4,4.35439,4.07965,2.20339,0.754555,0.353702,2137,2,,,,,,,,,,,,,,,,0.988353,1.47022,0.884899,0,0,2.67359,2.89423,1.52923,0.0322841,0,0.0190593,0,0,0.164639,0.0817025,0,0.027209,0.361967,0,0.61836,0.145307,0.145045,0.291552,0.327801,2.21032,2.03513
abcb6a,53.4976,55.5139,71.1672,69.4251,34.3196,2939,1,3,4,3,3,3,1,3,4,4,2,0,1,3,2,1,41.3209,46.6144,63.3392,58.6129,21.5904,89.2405,85.0619,121.36,72.3405,51.5652,35.5422,21.1435,3.66519,3.45647,50.56,35.5805,9.56913,3.39392,2.8645,3.60991,5.35209,5.29419,9.20442,6.49283,6.43193,6.6268
abcb8,58.8427,54.6888,37.3152,10.8356,4.43896,2591,2,3,1,1,1,1,0,2,0,1,0,0,0,0,0,0,39.734,31.9876,14.4916,2.4212,2.03156,17.8078,17.5868,10.1419,1.60457,2.00929,1.64021,0.967924,3.64177,3.87618,1.86913,1.07483,2.48129,3.23618,4.52509,3.14219,11.1243,13.2224,9.02129,9.9511,6.86543,6.93628
abcc2,1.02302,0.792106,0.619238,0.54004,3.21027,4856,3,,,,,,,,,,,,,,,,0,0.0832669,0.11414,0.111527,8.96931,0.0315034,0.0377485,0.0207406,0.0447998,2.62583,0.0511212,1.2493,12.5172,7.23801,0.0303959,0.289244,11.0446,9.43765,13.2462,12.0416,28.1062,36.8039,16.9103,26.6425,12.1702,20.2227
abcc4,14.4959,12.7705,9.04773,3.49562,2.79266,5519,2,1,2,0,1,3,0,1,1,0,0,0,0,0,0,0,9.8415,9.03264,3.60949,1.33946,2.22312,10.2261,10.9411,4.57232,0.971639,2.8196,0.500321,0.786593,3.39274,4.393,0.891564,0.538657,1.86278,2.92444,3.22565,1.74733,8.23649,8.21284,12.1176,6.82717,7.06206,6.13795
abcc5,0.529339,1.04653,1.85433,2.51709,2.22581,4281,0,,,,,,,,,,,,,,,,0.603679,1.38587,3.86871,2.48756,2.87165,0.248904,0.256975,0.329248,4.91362,4.38011,1.34991,0.786577,1.66272,10.4499,1.44668,1.74894,2.53713,6.50393,3.82711,8.5617,3.5521,2.56856,3.51238,3.25717,17.0405,15.0643
abcc8,2.0601,1.66578,1.39044,2.52381,0.601013,4943,1,,,,,,,,,,,,,,,,1.47665,2.63091,0.570473,3.24809,0.121605,7.66875,7.59822,4.42433,1.65078,0.192759,1.28224,0.242185,0.0276308,0.625404,0.839148,0.247168,0.0957988,0.532366,0.0636208,0.0997259,0.251069,0.247554,0.207774,0.562356,3.83085,3.65844
abcd1,4.47962,2.73199,3.08726,2.0025,1.05812,1994,2,,,,,,,,,,,,,,,,3.93376,2.54183,2.41419,0.717038,0.633837,2.53998,2.85565,2.53152,0.919619,0.662725,1.08766,0.409999,0.80791,2.15157,0.3021,0.575102,0.995118,2.9677,1.77655,2.13031,4.06139,3.35231,4.64518,3.97655,8.66885,8.13908
abcd3a,75.4941,74.3783,53.2864,6.05599,4.03034,2802,2,,,,,,,,,,,,,,,,16.9294,22.604,14.8774,0.72879,1.51066,15.0158,16.7763,23.716,0.796559,2.28423,1.17567,1.07474,3.46896,5.39188,3.21115,0.984694,3.70776,3.23035,4.8159,2.94728,24.2528,18.5596,30.8045,20.4296,28.3213,24.417
abcd3b,17.563,21.6284,20.6532,14.5691,12.2771,1980,1,,,,,,,,,,,,,,,,14.7629,11.697,11.8911,6.54565,8.39914,11.2508,9.80558,10.1501,2.9353,3.2194,3.77619,3.72148,7.72168,6.79871,3.72451,2.65813,3.91392,6.97468,10.0622,4.4109,19.4712,19.3247,26.1836,25.6972,13.6445,12.8909
abcd4,16.1701,13.2557,8.05416,1.51494,1.76843,2151,2,,,,,,,,,,,,,,,,10.0788,15.2661,5.11661,0.851131,2.19654,14.1896,12.2397,10.5497,0.578323,2.76901,0.540612,0.47557,2.38315,3.34609,0.586634,0.504105,1.42717,4.85354,2.94174,3.90396,14.5671,12.5394,11.0439,11.2166,6.91809,4.96531
abce1,134.11,124.166,123.631,198.061,263.146,2747,0,1,2,0,1,2,0,3,3,4,3,3,5,3,5,5,37.9069,44.6291,72.1937,137.648,170.655,26.8164,30.3979,72.0339,201.116,212.542,68.3023,79.7969,89.4599,66.9487,48.1974,72.1788,70.1345,26.6836,69.13,36.5655,214.801,242.164,220.526,191.822,92.7723,107.384
abcf1,21.2322,17.4201,22.7456,39.3699,59.2182,3362,0,3,2,2,3,1,1,3,2,2,3,2,4,3,1,4,27.2759,25.9138,33.2358,74.4083,109.266,27.6704,29.4604,34.1394,59.418,89.1309,19.9012,26.7853,49.7886,33.7473,19.7134,31.7727,39.2539,45.2833,72.6449,47.1909,42.2533,38.7725,23.424,20.7039,17.01,16.9838
abcf2a,541.273,565.575,638.997,574.409,385.004,2419,1,3,4,3,3,7,2,3,4,3,3,4,4,3,6,3,479.327,483.764,595.324,326.077,245.947,522.01,536.333,616.434,361.749,283.957,187.01,154.53,120.861,58.7745,194.112,122.82,99.1946,49.3007,106.69,32.0519,199.572,227.297,239.325,148.99,109.236,93.3295
abcg1,1.68936,1.37501,1.2691,1.10619,1.05559,3267,1,,,,,,,,,,,,,,,,0.423804,0.590154,0.565117,0.714007,0.317944,1.34441,1.18224,1.29622,0.475781,0.399298,0.11712,0.251497,0.112508,0.289284,0.323493,0.162005,0.204037,0.42935,0.280862,0.561332,0.0944693,0.0622945,0.155909,0.1157,1.19855,1.18734
abcg2a,12.6378,16.9072,11.8053,6.89653,2.95666,1688,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23.8766,17.0526,10.0174,4.67468,4.56511,11.1433,12.5784,6.61481,2.68805,3.03417,1.18269,1.76867,0.754145,1.47802,2.73226,1.91181,1.18426,1.84802,1.39564,1.59687,1.84304,1.84939,4.18404,4.79608,9.0937,7.51524
abcg2c,16.4443,19.7676,16.3591,11.9892,14.5066,2145,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,25.7858,20.1532,10.1124,12.1354,17.485,14.1223,14.2058,8.8968,6.24999,7.22469,3.98697,3.52469,5.7877,10.8309,3.35526,2.4816,6.86302,11.2352,6.34155,8.52659,8.34332,9.81236,6.62196,7.66301,17.0582,14.9169
abcg4b,0.900359,1.24229,0.661951,0.406217,0.302594,2762,2,,,,,,,,,,,,,,,,0.0902151,0.133517,0.0735253,0.0507476,0.0798939,0.101321,0.2733,0.250734,0,0.0336807,0,0.0277191,0.186463,0.636632,0,0.05466,0.0559419,0.413962,0.75139,0.441646,3.01652,2.13434,2.09886,2.73808,1.25887,1.48375
abcg5,0.696514,0.254989,0.415642,0.867959,1.14953,2054,0,,,,,,,,,,,,,,,,0,0,0,0,0.0363891,0.0297259,0.0687668,0.0559397,0,0,0,0.0267547,0.0958334,0.0344701,0.0305154,0.0877031,0.321283,0.413576,0.0628114,0.525634,0,0,0.08336,0.100027,0.223449,0.183219
abhd11,9.0247,7.51128,4.84967,2.56296,1.4578,1179,2,,,,,,,,,,,,,,,,5.70617,5.33916,4.51972,1.23938,1.29155,6.36666,5.79542,6.21487,1.10889,1.35837,0.682867,0.390317,1.12066,2.90275,0.525999,0.548075,0.740822,2.31228,1.54917,1.55235,5.87085,8.86665,8.87826,7.37086,12.3017,10.643
